Latitude,Longitude,Unnamed: 2,FECHA_FOSA,TIPO_FOSA,FECHA_INTERVENCION,TIPO_INTERVENCION,ComAutonom,NUMERO_REGISTRO,ENTIDAD_INFORMANTE,Municipio,ESTADO_ACTUAL,NUMERO_PERSONAS_EXHUMADAS,NUMERO_PERSONAS_FOSA,ENTIDAD_PROMOTORA,OBSERVACIONES,NUMERO_PERSONAS_IDENTIFICADAS,Provincia,name,URL
42.224241,-1.0963409,,,FUSILAMIENTO,,,Aragón,625/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Ejea de los Caballeros,DESAPARECIDA,0.0,4.0,,"En la localidad de Farasdués, perteneciente al municipio de Ejea de los Caballeros, existe una fosa de grandes dimensiones prácticamente desaparecida con motivo de ampliaciones del cementerio. Contiene un número indeterminado de víctimas. Además de los identificados habría restos de vecinos de Biota, Asín y Valpalmas.",3.0,Zaragoza,Fosa en el cementerio de Farasdués,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Farasdu%C3%A9s_(625/2009_ZARA)
41.6810994999999,-0.508063399999999,,13673,ACCION BELICA DISTINTA,,,Aragón,628/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Farlete,NO INTERVENIDA,,7.0,,Esta fosa contiene los restos de siete de las nueve víctimas que provocó el ataque aéreo franquista al pueblo. No es descartable que la fosa contenga los restos de otros cuatro vecinos fallecidos.,,Zaragoza,Fosa en el cementerio de Farlete,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Farlete_(628/2009_ZARA)
41.6810994999999,-0.508063399999999,,,LUCHA ARMADA,,,Aragón,629/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Farlete,NO INTERVENIDA,0.0,,,Esta fosa contiene un número indeterminado de víctimas de los ataques aéreos en la zona y de milicianos muertos en combate. Los locales insisten en que allí no están enterrados los hombres del pueblo ejecutados tras procesos sumarios.,0.0,Zaragoza,Fosa en el cementerio de Farlete  señalizada con una piedra,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Farlete_se%C3%B1alizada_con_una_piedra_(629/2009_ZARA)
37.6692292,-4.725166,,,,,,Andalucía,2358/2011 CORD,Consejería de Gobernación y Justicia de la Junta de Andalucía,Fernán-Núñez,EXHUMADA PARCIAL,81.0,,AYUNTAMIENTO,"""La fosa se encuentra en el interior del cementerio de Fernán Núñez. Justo al lado de un polígono industrial, el cementerio se ha que dado dentro del término municipal.",,Córdoba,Fosa en el Cementerio de Fernán-Núñez,
42.2655065999999,2.9581046,,,,,,Cataluña,2205/2010 GERO,Dirección General de Memoria Democrática. Generalitat de Catalunya,Figueres,NO INTERVENIDA,,,Dirección General de Memoria Democrática,"""La localidad de Figueres fue duramente bombardeada en el transcurso del año 1938 así como los últimos días de la guerra, justo antes de la ocupación de la ciudad y cuando faltaba muy poco para que las tropas republicanas primero, y rebeldes después, llegaran a la frontera con Francia. El número de muertos de esos días es de más de 200 personas, pero muchas de ellas no pudieron ser identificadas, seguramente eran de otros lugares de Cataluña o del Estado. Aunque esta fosa no es propiamente de soldados sino que suponemos que la mayoría de las víctimas fueron civiles, estos fueron muertos durante la retirada hacia Francia, periodo en el que las víctimas (todas las inhumados como """"desconocidas"""" de la fosa) tenían los mismos objetivos y motivaciones, huir de la ejército rebelde y llegar a la frontera.""",,Girona,Fosa en el Cementerio de Figueres,
41.7658569,-1.1748999,,,FUSILAMIENTO,,,Aragón,631/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Figueruelas,TRASLADADA AL VALLE DE LOS CAÍDOS,,1.0,,En la fosa se encontraban dos vecinos de Pedrola y dos deconocidos. Tres de ellos trasladados al Valle de los Caídos.,,Zaragoza,Fosa en el cementerio de Figueruelas,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Figueruelas_(631/2009_ZARA)
43.5167037,-6.7466776,,,REPRESALIA EN RETAGUARDIA,,,Principado de Asturias,66/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,Coaña,NO INTERVENIDA,,2.0,,,,Asturias,Fosa en el cementerio de Folgueras,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Folgueras_(66/2009_ASTU)
42.2079736,-7.1066669,,,,,,Galicia,2334/2011 OREN,"Proyecto de Investigación Interuniversitario As Vítimas, Os Nomes, As Voces",Fornelos de Cova,DESAPARECIDA,1.0,1.0,Asociación para la Recuperación de la Memoria Histórica,"En 2010 se realizaron trabajos de excavación para localizar los restos de una persona pero, según parece, la fosa quedó cubierta por unas obras en el recinto.",1.0,Ourense,Fosa en el Cementerio de Fornelo de Cova,
40.9225537,-0.2659163,,,,,,Aragón,1619/2010 TERU,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Foz-Calanda,NO INTERVENIDA,9.0,9.0,,"La fosa común de Foz de Calanda se encuentra en el interior de un panteón que se levantó después de la Guerra para depositar los restos de 9 hombres de la localidad que fueron asesinados por los milicianos en un campo del término municipal, muy cerca del cruce de la carretera que conduce al pueblo con la que se dirige a Calanda.",9.0,Teruel,Fosa en el Cementerio de Foz-Calanda,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Foz-Calanda_(1619/2010_TERU)
37.4866445,-3.8381772,,28/12/1941,GUERRILLERA,,,Andalucía,1867/2010 JAEN,"Asociación Guerra, Exilio y Memoria Histórica de Andalucía",Frailes,DESAPARECIDA,1.0,1.0,,"""La localidad de Frailes estuvo prácticamente despoblada durante la guerra por su situación cerca del frente. En la posguerra, fue lugar de encuentro de partidas guerrilleras. En una fosa, en la denominada""""cementerio de los espiritistas"""" o corralillo de los ahorcados, lugar del cementerio destinado a quienes no tenían derecho a ser enterrados en tierra bendecida, se habrían enterrado los restos de un guerrillero muerto en un enfrentamiento con la Guardia Civil en el paraje llamado Carboneras. En la actualidad, esa zona del recinto es un paseo con nichos.""",1.0,Jaén,Fosa en el cementerio de Frailes,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Frailes_(1867/2010_JAEN)
41.873922,-1.4501145,,,FUSILAMIENTO,,,Aragón,633/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fréscano,EXHUMADA PARCIAL,9.0,3.0,Familiares de las víctimas,"""Fosa con un número indeterminado de cuerpos. Allí fueron sepultados 6 vecinos de Buñuel (Navarra), uno de ellos una mujer, fusilados en el """"campo del Tío Lamberto"""" Los cuerpos que permanecerían en la fosa son los de tres vecinos de Fréscano, los navarros fueron exhumados hace años por sus familiares.""",3.0,Zaragoza,Fosa en el cementerio de Fréscano,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Fr%C3%A9scano_(633/2009_ZARA)
41.7599686999999,-1.4712661,,13340,FUSILAMIENTO,,,Aragón,634/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Fuendejalón,NO INTERVENIDA,4.0,1.0,,"Contiene los restos de la Alcaldesa de Gallur, primera alcaldesa de todo el Estado español. Con ella yacen 3 vecinos de su pueblo, fusilados al mismo tiempo.",1.0,Zaragoza,Fosa en el cementerio de Fuendejalón,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Fuendejal%C3%B3n_(634/2009_ZARA)
37.5102707,-4.1460323,,,,,,Andalucía,2373/2011 CORD,Consejería de Gobernación y Justicia de la Junta de Andalucía,Fuente-Tójar,EXHUMADA TOTAL,16.0,,AYUNTAMIENTO,"Localizada en el interior del cementerio, pero en uno de sus lados, junto a la puerta de entrada en el lado derecho. La fosa fue exhumada y trasladada a un Osario común, se ha construído una pequeña habitación encima del mismo y en el lugar donde se encontraba la fosa han construido nichos.",,Córdoba,Fosa en el Cementerio de Fuente Tójar,
37.2192439,-3.7834017,,,FUSILAMIENTO,,,Andalucía,2105/2010 GRAN,Consejería de Gobernación y Justicia de la Junta de Andalucía,Fuente Vaqueros,DESAPARECIDA,5.0,,,"""El día 1 de agosto de 1936 entraron en Fuente Vaqueros las tropas sublevadas. La labor de """"limpieza"""" llevada a cabo por las tropas y falangistas conllevó la desaparición de 40 vecinos.""",,Granada,Fosa en el cementerio de Fuente Vaqueros,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Fuente_Vaqueros_(2105/2010_GRAN)
42.0066218,0.4169277,,25/08/1936,EJECUCION,,,Aragón,757/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Peralta de Calasanz,NO INTERVENIDA,2.0,2.0,,Asesinados por los republicanos el 25 de agosto de 1936 y el 26 de marzo de 1937. Un tercer vecino fue asesinado por los republicanos pero reposa en un nicho.,2.0,Huesca,Fosa en el Cementerio de Gabasa,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Gabasa_(757/2009_HUES)
37.1773363,-3.5985571,,,FUSILAMIENTO,,,Andalucía,2107/2010 GRAN,Consejería de Gobernación y Justicia de la Junta de Andalucía,"Gabias, Las",DESAPARECIDA,26.0,,AYUNTAMIENTO,"""La fosa se encuentra en el interior del Cementerio de Gabia la Grande.",,Granada,Fosa en el cementerio de Gabia La Grande,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Gabia_La_Grande_(2107/2010_GRAN)
36.5190987,-5.3184194,,,FUSILAMIENTO,,,Andalucía,1785/2010 MALA,Consejería de Gobernación y Justicia de la Junta de Andalucía,Gaucín,NO INTERVENIDA,,44.0,,"""En el cementerio de Gaucín, en una zona ajardinada de la entrada, estaría situada la fosa donde fueron enterradas las víctimas de la represión franquista fusiladas en la tapia del cementerio o en el barrio de la Estación. La fosa no está delimitada ni señalizada salvo por las flores que depositan familiares aunque se sabe que contendría más de 50 cuerpos de personas fusiladas entre 1936 y1939, aunque no todas están identificadas, ya que la mayoría de ellos no eran del pueblo. Falta la relación de los fusilados en la primera represión.""",,Málaga,Fosa en el cementerio de Gaucín,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Gauc%C3%ADn_(1785/2010_MALA)
40.4113351,-1.3475274,,13464,,,,Aragón,1623/2010 TERU,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Gea de Albarracín,NO INTERVENIDA,9.0,9.0,,"""Esta fosa se halla en el interior del cementerio municipal y contiene los restos de 9 vecinos de la propia Gea de Albarracín asesinados por los rebeldes el 11 de octubre de 1936. Las víctimas fueron fusiladas en la Venta del Ratón, en el término de Cella. El 24 de agosto de 1979 fueron recuperados de ese lugar los restos de las víctimas y, al día siguiente, trasladados al cementerio de Gea de Albarracín para ser enterrados en un acto de homenaje con la colocación de una losa en la que figuran las identidades de las víctimas, indicando que todas ellas murieron """"por la libertad y la democracia"""".""",9.0,Teruel,Fosa en el Cementerio de Gea de Albarracín,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Gea_de_Albarrac%C3%ADn_(1623/2010_TERU)
41.4399149,1.8672009,,,,,,Cataluña,2215/2010 BARC,Dirección General de Memoria Democrática. Generalitat de Catalunya,Gelida,NO INTERVENIDA,4.0,,Dirección General de Memoria Democrática,"Esta fosa se ubicaría a la derecha del paseo de la entrada principal, detrás del monumento a los caídos. En este espacio habrían sido inhumados varios soldados muertos durante los enfrentamientos de la retirada.",,Barcelona,Fosa en el Cementerio de Gelida,
37.2522579,-4.9149728,,,REPRESALIA EN RETAGUARDIA,,,Andalucía,264/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Gilena,NO INTERVENIDA,16.0,16.0,AYUNTAMIENTO,"""Entrando al Cementerio, siguiendo el pasillo central, sobre la mitad del trayecto, mirando a la derecha se observa el cambio en el muro que indica que se trata de una ampliación. La fosa común estaba al final a la derecha. El muro fue derribado con la reforma para ampliarse por esa zona. La fosa quedó debajo de los nuevos nichos.",11.0,Sevilla,Fosa en el Cementerio de Gilena,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Gilena_(264/2009_SEVI)
41.9794005,2.8214264,,,,,,Cataluña,2231/2010 GERO,Dirección General de Memoria Democrática. Generalitat de Catalunya,Girona,NO INTERVENIDA,,,Dirección General de Memoria Democrática,"La fosa común de Girona ya era utilizada antes de la guerra, y lo siguió siendo después. Era la fosa propia del cementerio. Durante los años de guerra fueron inhumados víctimas de bombardeos, de la violencia de la retaguardia y soldados muertos. En Girona tenemos noticias de la existencia de 5 hospitales militares. Pero de esta fosa destacaron los muertos represaliados por el franquismo. Desde el año 1939 fueron fusiladas e inhumadas en Girona 370 personas. A todos ellos se les debe sumar los que murieron en los centros de privación de libertad.",,Girona,Fosa en el Cementerio de Girona,
41.5463439,-1.6487462,,13371,FUSILAMIENTO,,,Aragón,645/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Gotor,NO INTERVENIDA,4.0,4.0,,La fosa está señalizada. Contiene los restos de 4 vecinos de Jarque fusilados los días 8 y 9 de septiembre de1936,4.0,Zaragoza,Fosa en el cementerio de Gotor,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Gotor_(645/2009_ZARA)
38.0924974,-5.8205506,,,,,,Andalucía,2187/2010 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Guadalcanal,NO INTERVENIDA,7.0,4.0,,Se cree que la fosa estaría ocupada por unos siete individuos de Guadalcanal y de Ahillones (Badajoz) que fueron asesinados el 22 ó 23 de agosto de 1936.,4.0,Sevilla,Fosa en el Cementerio de Guadalcana,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Guadalcana_(2187/2010_SEVI)
37.7577589,-4.9435325,,,,,,Andalucía,2448/2011 CORD,Consejería de Gobernación y Justicia de la Junta de Andalucía,Guadalcázar,NO INTERVENIDA,,,,"""Según fuentes informantes dicen que la fosa estaría en el interior del cementerio, en el lado derecho, justo en la entrada, pegando a una tapia, que antiguamente eran una pequeña edificación donde se practicaban las autopsias y el antiguo osario, algunos conocían este lugar como el osario de """"Cuando la guerra"""".",,Córdoba,Fosa en el Cementerio de Guadalcázar,
37.1590713,-3.4404462,,20/04/1950,GUERRILLERA,,,Andalucía,2112/2010 GRAN,Consejería de Gobernación y Justicia de la Junta de Andalucía,Güejar Sierra,NO INTERVENIDA,,8.0,,La fosa contiene los restos de 8 guerrilleros muertos el día 19 de abril de 1950 en el lugar conocido por Barranco Aceral del término municipal de Güejar Sierra,8.0,Granada,Fosa en el cementerio de Güejar Sierra,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_G%C3%BCejar_Sierra_(2112/2010_GRAN)
41.1015077,0.7523898,,,,,,Cataluña,2269/2010 TARR,Dirección General de Memoria Democrática. Generalitat de Catalunya,"Guiamets, Els",NO INTERVENIDA,,,Dirección General de Memoria Democrática,"A esta localidad llegó el tren-hospital núm. 12 proveniente de La Torre de Fontaubella el 29 de julio de 1938. La situación era más cercana al frente, de manera que los heridos se podían atender unos kilómetros antes que cuando el tren estaba en La Torre. Como han estudiado Llauradó i Sabaté el tren estuvo en funcionamiento hasta el día 5 de agosto, cuando se ordenó su marcha y se sustituyó por un hospital habilitado en un edificio a unos cien metros de la estación. Este hospital habilitado estuvo en funcionamiento hasta el final de la batalla del Ebro (16 de noviembre de 1938) y principalmente cumplía la función de evacuación de soldados heridos y de lugar de convalecencia para aquellos que necesitaban unos días para recuperarse o bien para, definitivamente, ir a un hospital de retaguardia. Justamente por este motivo las defunciones que se registraron en este punto de evacuación sólo fueron nueve, tal y como indica el Registro Civil de Els Guiamets. Pero los días en que el hospital estuvo en el túnel de Els Guiamets se registraron 87 defunciones, siendo el 31 de julio (25 muertos), el 1 de agosto (14 muertos) y el 15 de agosto (21 muertos). Inicialmente los soldados que habían perdido la vida eran inhumados en una zanja en el cementerio de los Guiaments, pero pronto se quedó pequeño y el alcalde pidió que otras poblaciones de alrededor (El Masroig, Capçanes) también enterraran soldados a su cementerio.",,Tarragona,Fosa en el Cementerio de Guiamets,
38.5068902,-1.6979398,,14246,OTRO,,,Castilla-La Mancha,421/2009 ALBA,Asociación para la Recuperación de la Memoria Histórica de Cuenca,Hellín,NO INTERVENIDA,0.0,,,Esta fosa contiene un número indeterminado de víctimas que proceden de fusilamientos y fallecidos en cárceles locales en 1939.,0.0,Albacete,Fosa en el cementerio de Hellín,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Hell%C3%ADn_(421/2009_ALBA)
37.3606485,-4.8478124,,,FUSILAMIENTO,,,Andalucía,267/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Herrera,NO INTERVENIDA,1.0,1.0,Familiares,"""Entrando por la puerta principal , a la izquierda, tras pasar una hilera de nichos, se encuentra una fosa individual, que queda de espaldas al pasillo. Contendría los restos de Manuel Jiménez Gálvez.",1.0,Sevilla,Fosa en el Cementerio de Herrera (fosa 1),https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Herrera_(fosa_1)_(267/2009_SEVI)
37.3606485,-4.8478124,,,FUSILAMIENTO,,,Andalucía,268/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Herrera,EXHUMADA TOTAL,36.0,30.0,Familiares,"""Entrando por la puerta principal, a la izquierda, tras pasar una hilera de nichos, junto a otras dos se encuentra la fosa más grande que contendría los restos de 36 fusilados.",35.0,Sevilla,Fosa en el Cementerio de Herrera (fosa 2),https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Herrera_(fosa_2)_(268/2009_SEVI)
37.3606485,-4.8478124,,,FUSILAMIENTO,,,Andalucía,269/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Herrera,NO INTERVENIDA,13.0,13.0,,"""Entrando por la puerta principal, a la izquierda, tras pasar una hilera de nichos, se encuentra esta fosa en paralelo con las dos anteriores y que está algo más alejada y que tiene según fuentes informantes 13 víctimas.",13.0,Sevilla,Fosa en el Cementerio de Herrera (fosa 3),https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Herrera_(fosa_3)_(269/2009_SEVI)
37.3606485,-4.8478124,,,FUSILAMIENTO,,,Andalucía,270/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Herrera,NO INTERVENIDA,5.0,5.0,,"""Entrando por la puerta principal se sigue por el pasillo arbolado central hasta que es cruzada por una calle pavimentada. Esta última fosa se ubica en la esquina izquierda con la confluencia, ocupando una parte de la misma calle.",5.0,Sevilla,Fosa en el Cementerio de Herrera (fosa 4),https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Herrera_(fosa_4)_(270/2009_SEVI)
41.2092515999999,-1.0813656,,,FUSILAMIENTO,,,Aragón,647/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Herrera de los Navarros,NO INTERVENIDA,26.0,25.0,,Contiene los cuerpos de 26 vecinos asesinados a lo largo de los años 1936-1938,25.0,Zaragoza,Fosa en el cementerio de Herrera de los Navarros,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Herrera_de_los_Navarros_(647/2009_ZARA)
41.1732193,-0.4490575,,,,,,Aragón,1627/2010 TERU,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Híjar,NO INTERVENIDA,19.0,19.0,,"""La fosa en el cementerio contendría los restos de buena parte de los asesinados en el lugar por los militantes republicanos. Entre las víctimas de la violencia antifascista en la localidad habría varios sacerdotes o frailes En un monolito que se alza sobre la fosa consta la inscripción: """"A la memoria de los vecinos de Hijar asesinados por la canalla mientras la dominación marxista"""".""",19.0,Teruel,Fosa en el cementerio de Hijar,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Hijar_(1627/2010_TERU)
38.4956276,-5.1458131,,,,,,Andalucía,2443/2011 CORD,Consejería de Gobernación y Justicia de la Junta de Andalucía,Hinojosa del Duque,NO INTERVENIDA,,,AYUNTAMIENTO,"No se conoce la ubicación exacta de la fosa aunque, según los testimonios recogidos y registros consultados, numerosas víctimas de Bélmez fueron enterradas en el interior de este cementerio. En este recinto existe un monolito de homenaje a las víctimas en forma de antorcha.",,Córdoba,Fosa en el Cementerio de Hinojosa del Duque,
43.0518654,-3.0013109,,,,,,País Vasco,2029/2010 ALAV,Asociación para la Recuperación de la Memoria Histórica,Amurrio,EXHUMADA TOTAL,6.0,6.0,Familiares / ARMH,"La fosa está ubicada a la entrada del cementerio de la localidad. Allí fueron enterrados los cuerpos de seis vecinos de Baltanás, miembros de la Sociedad Obrera y Campesina, que habían sido fusilados en las afueras de Hornillos. Las labores de exhumación se realizaron en junio de 2005, con dificultades pues el terreno había sido removido y los restos aparecieron esparcidos y sin conexión.",,Álava,Fosa en el cementerio de Hornillos de Cerrato,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Hornillos_de_Cerrato_(2029/2010_ALAV)
37.6480579,-3.4561456,,,GUERRILLERA,,,Andalucía,1868/2010 JAEN,"Asociación Guerra, Exilio y Memoria Histórica de Andalucía",Huelma,DESAPARECIDA,4.0,4.0,,"""En el cementerio de Huelma, en el patio primero en su parte derecha, recibieron sepultura los cuerpos de cuatro víctimas de la represión, muertas entre septiembre de 1939 y agosto de 1944 dos de las víctimas eran guerrilleros de la partida de los hermanos Chaparro que fueron abatidos en el el cortijo de La Nicolasa. En la actualidad no puede determinarse exactamente el lugar del enterramiento por la ausencia de libro registro del cementerio.""",,Jaén,Fosa en el cementerio de Huelma,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Huelma_(1868/2010_JAEN)
42.1146049,0.0158419,,,REPRESALIA EN RETAGUARDIA,,,Aragón,1214/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Santa María de Dulcis,NO INTERVENIDA,3.0,3.0,,"Dos sacerdotes y un maestro afiliado a Falange Española que fueron fusilados por milicianos antifascistas en el verano de 1936. Eran el cura párroco y el maestro de Coulongo, y un sacerdote residente en Huerta de Vero, gravemente enfermo en el momento de ser detenido.",,Huesca,Fosa en el cementerio de Huerta de Vero,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Huerta_de_Vero_(1214/2009_HUES)
41.9313073,-0.1676417,,,ACCION BELICA DISTINTA,,,Aragón,1230/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Huerto,NO INTERVENIDA,,5.0,,"Muertos por el bombardeo sufrido por la aviación fascista. Murieron un número impreciso de vecinos de Huerto, entre ellos varios niños.",,Huesca,Fosa en el Cementerio de Huerto-1,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Huerto-1_(1230/2009_HUES)
41.0099182,-0.9181876,,13158,,,,Aragón,1629/2010 TERU,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Huesa del Común,NO INTERVENIDA,7.0,7.0,,"La fosa común del cementerio de Huesa del Común contiene los restos de siete de los nueve vecinos del pueblo (los restos de 2 fueron trasladados por su familia a Zaragoza) que fueron asesinados por un grupo de milicianos antifascistas el 1 de septiembre de 1936, se cree que en Muniesa.",7.0,Teruel,Fosa en el cementerio de Huesa del Común,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Huesa_del_Com%C3%BAn_(1629/2010_TERU)
41.9313073,-0.1676417,,,EJECUCION,,,Aragón,1233/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Huerto,NO INTERVENIDA,,,,Fueron ejecutados por celebrar ruidosamente la caída de las bombas que costaron la vida a varios niños y algún adulto del pueblo.,,Huesca,Fosa en el cementerio de Hueto-2,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Hueto-2_(1233/2009_HUES)
37.3115336,-3.4397386,,,FUSILAMIENTO,,,Andalucía,2104/2010 GRAN,Consejería de Gobernación y Justicia de la Junta de Andalucía,Huétor de Santillán,DESAPARECIDA,,,,"Se desconoce el número de vÍctimas que pueden estar inhumadas en esta fosa, pero tiene que ser elevado debido a la conflictividad de la zona en las primeras semanas de la guerra.",,Granada,Fosa en el cementerio de Huetor de Santillán,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Huetor_de_Santill%C3%A1n_(2104/2010_GRAN)
37.356338,-6.275504,,,FUSILAMIENTO,,,Andalucía,358/2009 SEVI,Consejería de Gobernación y Justicia de la Junta de Andalucía,Huévar,EXHUMADA TOTAL,18.0,1.0,AYUNTAMIENTO,"Esta fosa fue exhumada y los restos se depositaron en unos nichos. Se introdujeron los restos en unos sacos que depositaron en dos nichos. En el año 2000 se pusieron anuncios por todos los ayuntamientos por si alguna persona reclamara los restos. Sólo los familiares de Francisco Fraila Alés, de Sanlúcar la Mayor los reclamaron y sus restos fueron trasladados a este municipio en el año 2001.",1.0,Sevilla,Fosa en el Cementerio de Huévar,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Hu%C3%A9var_(358/2009_SEVI)
41.5847817,1.6226538,,,,,,Cataluña,2209/2010 BARC,Dirección General de Memoria Democrática. Generalitat de Catalunya,Igualada,NO INTERVENIDA,,,Dirección General de Memoria Democrática,En Igualada se instaló un hospital militar en diferentes lugares de la población. Pere Guixà ha estudiado las fichas que se conservan en el Archivo Histórico Comarcal de Igualada e informó que hubo 40 muertos que fueron inhumados en el cementerio.,,Barcelona,Fosa en el Cementerio de Igualada,
41.5385462,-1.6262936,,28/08/1936,FUSILAMIENTO,39404.0,EXCAVACIÓN,Aragón,652/2009 ZARA,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Illueca,EXHUMADA TOTAL,19.0,19.0,,"La fosa se exhumó en noviembre de 2007 y los restos se trasladaron al cementerio de Jarque de Moncayo, de donde procedían las víctimas, fusiladas la noche del 28 de agosto de 1936.",,Zaragoza,Fosa en el cementerio de Illueca,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Illueca_(652/2009_ZARA)
43.3202455,-5.3520876,,,FUSILAMIENTO,,,Principado de Asturias,200/2009 ASTU,Principado de Asturias. Consejería de Bienestar Social y Vivienda.,Piloña,DESAPARECIDA,10.0,10.0,,La fosa existente en el Cementerio de Infiesto despareció con el hormigonado de la zona,10.0,Asturias,Fosa en el Cementerio de Infiesto,https://15mpedia.org/wiki/Fosa_en_el_Cementerio_de_Infiesto_(200/2009_ASTU)
42.5717165999999,-0.5470554,,,,,,Aragón,1379/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Jaca,NO INTERVENIDA,18.0,,,"Contiene los restos de 18 vecinos de Canfranc-Estación asesinados en Jaca, fue ornamentada con una sencilla placa metálica en la que se rinde homenaje a todos de forma anónima.",,Huesca,Fosa en el cementerio de Jaca,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Jaca_(1379/2009_HUES)
42.5717165999999,-0.5470554,,,OTRO,,,Aragón,1258/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Jaca,NO INTERVENIDA,10.0,,,Diez soldados muertos en las primeras horas de la sublevación de Jaca.,,Huesca,Fosa en el cementerio de Jaca-1,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Jaca-1_(1258/2009_HUES)
42.5717165999999,-0.5470554,,,LUCHA ARMADA,,,Aragón,1259/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Jaca,NO INTERVENIDA,,,,Soldados muertos en el frente del Alto Aragón entre julio y marzo de 1938. Sólo aparecen identificados séis soldados con sus nombres y apellidos aunque deben de haber muchos más.,6.0,Huesca,Fosa en el cementerio de Jaca-2,https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Jaca-2_(1259/2009_HUES)
42.5717165999999,-0.5470554,,,EJECUCION,,,Aragón,1260/2009 HUES,"Gobierno de Aragón. Consejería de Educación, Cultura y Deporte",Jaca,NO INTERVENIDA,0.0,9.0,,Número indeterminado de personas asesinadas en Jaca en diciembre de 1936 y enero de 1937.,9.0,Huesca,"Fosa en el cementerio de Jaca-3, situada en el antiguo extremo suroeste.","https://15mpedia.org/wiki/Fosa_en_el_cementerio_de_Jaca-3,_situada_en_el_antiguo_extremo_suroeste_(1260/2009_HUES)"
